file,func,tool,gt_binary,pred_binary,message,is_correct
tests\unity\test\tests\testunity.c,testDoublesNotEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualActualInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualActualNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualExpectedInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualExpectedNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualInfNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualNaNInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualNegative1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualNegative2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotEqualPlusMinusInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testDoublesWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualBits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualChars,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualDoubleArrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualDoubleArraysInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualDoubleArraysNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualDoubleEachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualDoubleEachEqualInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualDoubleEachEqualNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualFloatArrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualFloatArraysInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualFloatArraysNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualFloatEachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualFloatEachEqualInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualFloatEachEqualNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEX16Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEX16EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEX32Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEX32EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEX64Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEX8Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEX8EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEXArrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHEXEachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHex16s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHex16sWhenThereAreDifferencesOutside16Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHex32s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHex64s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHex8s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHex8sNegatives,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualHex8sWhenThereAreDifferencesOutside8Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt16Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt16EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt16s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt16sNegatives,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt16sWhenThereAreDifferencesOutside16Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt32Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt32EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt32s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt32sNegatives,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt64Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt64s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt8Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt8EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt8s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInt8sWhenThereAreDifferencesOutside8Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualIntArrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualIntEachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualInts,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualMemory,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualMemoryArrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualMemoryEachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualPointers,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualPtrArrays,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\unity\test\tests\testunity.c,testEqualPtrEachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualShorts,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualStringArrayIfBothNulls,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\unity\test\tests\testunity.c,testEqualStringArrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualStringEachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualStrings,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualStringsLen,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualStringsWithCarriageReturnsAndLineFeeds,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUChars,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUINT16Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUINT16EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUINT32Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUINT32EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUINT8Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUINT8EachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUIntArrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUIntEachEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUShorts,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUint16s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUint16sWhenThereAreDifferencesOutside16Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUint32s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUint64Arrays,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUint64s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUint8s,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUint8sWhenThereAreDifferencesOutside8Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testEqualUints,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFail,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFailureCountIncrementsAndIsReturnedAtEnd,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFalse,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatInfIsNotNan,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsDeterminate1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsDeterminate2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNan1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNan2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNegInf1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNegInf2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNotDeterminate1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNotDeterminate2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNotNan1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNotNan2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNotNegInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNotPosInf1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsNotPosInf2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsPosInf1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatIsPosInf2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatNanIsNotInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatPrinting,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatPrintingInfinityAndNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatPrintingRandomSamples,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatTraitFailsOnInvalidTrait,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsEqualBothInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsEqualBothNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqual,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualActualInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualActualNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualExpectedInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualExpectedNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualInfNaN,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualNaNInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualNegative1,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualNegative2,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotEqualPlusMinusInf,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testFloatsWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThan,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanHEX16,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanHEX32,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanHEX8,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanINT,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanINT16,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanINT32,nan,VULNERABLE,NON_VULNERABLE,LLM as reference GT,False
tests\unity\test\tests\testunity.c,testGreaterThanINT8,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanUINT,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanUINT16,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanUINT32,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testGreaterThanUINT8,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX16sNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX16sNotWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX16sWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX16sWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX16sWithinDeltaWhenThereAreDifferenceOutsideOf16Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX16sWithinDeltaWhenThereAreDifferenceOutsideOf16BitsAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX32sNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX32sNotWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX32sNotWithinDeltaEvenThoughASignedIntWouldPass,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX32sNotWithinDeltaEvenThoughASignedIntWouldPassAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX32sWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX32sWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX64sNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX64sNotWithinDeltaEvenThoughASignedIntWouldPass,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX64sWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX8sNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX8sNotWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX8sWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX8sWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX8sWithinDeltaWhenThereAreDifferenceOutsideOf8Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHEX8sWithinDeltaWhenThereAreDifferenceOutsideOf8BitsAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testHexPrintsUpToMaxNumberOfNibbles,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT16sNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT16sNotWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT16sWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT16sWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT16sWithinDeltaWhenThereAreDifferenceOutsideOf16Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT16sWithinDeltaWhenThereAreDifferenceOutsideOf16BitsAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT32sNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT32sNotWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT32sNotWithinDeltaAndDifferenceOverflows,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT32sWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT32sWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT64sNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT64sNotWithinDeltaAndDifferenceOverflows,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT64sWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT8sNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT8sNotWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT8sWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT8sWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT8sWithinDeltaWhenThereAreDifferenceOutsideOf8Bits,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testINT8sWithinDeltaWhenThereAreDifferenceOutsideOf8BitsAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIgnore,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIgnoreMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIgnoredAndThenFailInTearDown,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIntsNotWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIntsNotWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIntsWithinDelta,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIntsWithinDeltaAndCustomMessage,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIsNull,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testIsNullShouldFailIfNot,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThan,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanHEX16,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanHEX32,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanHEX8,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanINT,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanINT16,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanINT32,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanINT8,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanUINT,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanUINT16,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanUINT32,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
tests\unity\test\tests\testunity.c,testLessThanUINT8,nan,NON_VULNERABLE,NON_VULNERABLE,LLM as reference GT,True
